Occurrence Date,Occurrence Hour,NIBRS Description,Offense Count,Premise
12/1/2018,0,Intimidation,1,"Residence, Home (Includes Apartment)"
12/1/2018,0,Forcible fondling,1,"Residence, Home (Includes Apartment)"
12/1/2018,0,"False pretenses, swindle",1,"Residence, Home (Includes Apartment)"
12/1/2018,0,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,0,Motor vehicle theft,1,"Parking Lot, Garage"
12/1/2018,0,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,0,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,0,Weapon law violations,1,"Highway, Road, Street, Alley"
12/1/2018,0,Driving under the influence,1,"Highway, Road, Street, Alley"
12/1/2018,0,Drunkenness,1,"Bar, Nightclub"
12/1/2018,0,Driving under the influence,1,"Highway, Road, Street, Alley"
12/1/2018,0,Driving under the influence,1,"Highway, Road, Street, Alley"
12/1/2018,0,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/1/2018,0,"Drug, narcotic violations",1,"Residence, Home (Includes Apartment)"
12/1/2018,0,Drug equipment violations,1,"Residence, Home (Includes Apartment)"
12/1/2018,0,Driving under the influence,1,"Highway, Road, Street, Alley"
12/1/2018,0,Robbery,1,"Highway, Road, Street, Alley"
12/1/2018,0,Driving under the influence,1,"Highway, Road, Street, Alley"
12/1/2018,0,All other offenses,1,"Highway, Road, Street, Alley"
12/1/2018,0,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,0,Trespass of real property,1,"Airplane, Bus,Train Terminal"
12/1/2018,0,Simple assault,1,"Bar, Nightclub"
12/1/2018,0,Forcible rape,1,"Residence, Home (Includes Apartment)"
12/1/2018,0,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,0,Simple assault,2,"Residence, Home (Includes Apartment)"
12/1/2018,0,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/1/2018,0,Weapon law violations,1,Restaurant
12/1/2018,0,Aggravated Assault,1,"Highway, Road, Street, Alley"
12/1/2018,0,Disorderly conduct,1,"Highway, Road, Street, Alley"
12/1/2018,0,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,0,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,0,Theft of motor vehicle parts or accessory,1,"Residence, Home (Includes Apartment)"
12/1/2018,0,All other larceny,1,"Residence, Home (Includes Apartment)"
12/1/2018,0,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,0,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/1/2018,0,Intimidation,1,"Residence, Home (Includes Apartment)"
12/1/2018,0,Robbery,1,"Highway, Road, Street, Alley"
12/1/2018,0,Theft from motor vehicle,1,"Other, Unknown"
12/1/2018,0,Identify theft,1,"Other, Unknown"
12/1/2018,0,"Burglary, Breaking and Entering",1,"Parking Lot, Garage"
12/1/2018,0,Identify theft,1,"Other, Unknown"
12/1/2018,0,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,0,"False pretenses, swindle",1,"Other, Unknown"
12/1/2018,0,Intimidation,2,"Residence, Home (Includes Apartment)"
12/1/2018,0,"Burglary, Breaking and Entering",1,"Other, Unknown"
12/1/2018,0,Forcible rape,1,"Parking Lot, Garage"
12/1/2018,0,Motor vehicle theft,1,"Highway, Road, Street, Alley"
12/1/2018,0,All other offenses,1,"Residence, Home (Includes Apartment)"
12/1/2018,1,All other offenses,1,"Highway, Road, Street, Alley"
12/1/2018,1,Intimidation,1,"Residence, Home (Includes Apartment)"
12/1/2018,1,Weapon law violations,1,"Residence, Home (Includes Apartment)"
12/1/2018,1,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,1,All other offenses,1,"Bar, Nightclub"
12/1/2018,1,Driving under the influence,1,"Highway, Road, Street, Alley"
12/1/2018,1,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,1,Robbery,1,"Parking Lot, Garage"
12/1/2018,1,Aggravated Assault,1,"Service, Gas Station"
12/1/2018,1,Simple assault,2,"Residence, Home (Includes Apartment)"
12/1/2018,1,Driving under the influence,1,"Highway, Road, Street, Alley"
12/1/2018,1,Intimidation,1,"Residence, Home (Includes Apartment)"
12/1/2018,1,Driving under the influence,1,"Highway, Road, Street, Alley"
12/1/2018,1,"Drug, narcotic violations",1,Park/Playground
12/1/2018,1,Aggravated Assault,1,"Hotel, Motel, ETC"
12/1/2018,1,All other offenses,1,"Bar, Nightclub"
12/1/2018,1,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/1/2018,1,All other offenses,1,"Highway, Road, Street, Alley"
12/1/2018,1,Driving under the influence,1,"Parking Lot, Garage"
12/1/2018,1,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,1,Simple assault,2,"Residence, Home (Includes Apartment)"
12/1/2018,1,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,1,Theft of motor vehicle parts or accessory,1,"Residence, Home (Includes Apartment)"
12/1/2018,1,Theft from motor vehicle,1,"Highway, Road, Street, Alley"
12/1/2018,1,Theft from motor vehicle,1,"Highway, Road, Street, Alley"
12/1/2018,1,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,1,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,1,All other larceny,1,"Residence, Home (Includes Apartment)"
12/1/2018,1,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,1,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,1,All other larceny,1,"Bar, Nightclub"
12/1/2018,1,All other offenses,1,"Highway, Road, Street, Alley"
12/1/2018,1,Intimidation,2,"Residence, Home (Includes Apartment)"
12/1/2018,1,Motor vehicle theft,1,"Parking Lot, Garage"
12/1/2018,1,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,2,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,2,All other offenses,1,Park/Playground
12/1/2018,2,Driving under the influence,1,"Highway, Road, Street, Alley"
12/1/2018,2,"Burglary, Breaking and Entering",1,"Bank, Savings & Loan"
12/1/2018,2,All other offenses,1,"Highway, Road, Street, Alley"
12/1/2018,2,All other larceny,1,"Highway, Road, Street, Alley"
12/1/2018,2,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley"
12/1/2018,2,Robbery,1,"Highway, Road, Street, Alley"
12/1/2018,2,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,2,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/1/2018,2,Aggravated Assault,1,"Highway, Road, Street, Alley"
12/1/2018,2,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,2,All other offenses,1,"Highway, Road, Street, Alley"
12/1/2018,2,Robbery,1,Restaurant
12/1/2018,2,Driving under the influence,1,"Highway, Road, Street, Alley"
12/1/2018,2,All other offenses,1,"Highway, Road, Street, Alley"
12/1/2018,2,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,2,Robbery,1,"Service, Gas Station"
12/1/2018,2,Forcible sodomy,1,"Hotel, Motel, ETC"
12/1/2018,2,Simple assault,1,"Bar, Nightclub"
12/1/2018,2,Motor vehicle theft,1,"Parking Lot, Garage"
12/1/2018,2,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/1/2018,2,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/1/2018,2,All other larceny,1,Restaurant
12/1/2018,2,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/1/2018,2,All other larceny,1,"Bar, Nightclub"
12/1/2018,2,Aggravated Assault,1,"Highway, Road, Street, Alley"
12/1/2018,2,Robbery,1,"Parking Lot, Garage"
12/1/2018,2,Theft from building,1,Rental Storage Facility
12/1/2018,2,"Destruction, damage, vandalism",1,"Other, Unknown"
12/1/2018,2,Theft from building,1,"Bar, Nightclub"
12/1/2018,2,Forcible sodomy,1,"Residence, Home (Includes Apartment)"
12/1/2018,2,All other larceny,1,"Residence, Home (Includes Apartment)"
12/1/2018,3,"Destruction, damage, vandalism",1,"Hotel, Motel, ETC"
12/1/2018,3,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,3,Simple assault,1,"Highway, Road, Street, Alley"
12/1/2018,3,Simple assault,2,"Highway, Road, Street, Alley"
12/1/2018,3,Robbery,1,"Bar, Nightclub"
12/1/2018,3,"Destruction, damage, vandalism",1,"Bar, Nightclub"
12/1/2018,3,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,3,Robbery,1,"Residence, Home (Includes Apartment)"
12/1/2018,3,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,3,"Burglary, Breaking and Entering",1,"Drug Store, Doctors Office, Hospital"
12/1/2018,3,All other larceny,1,"Residence, Home (Includes Apartment)"
12/1/2018,3,All other offenses,1,"Highway, Road, Street, Alley"
12/1/2018,3,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,3,Aggravated Assault,1,"Parking Lot, Garage"
12/1/2018,3,"Burglary, Breaking and Entering",1,"Commercial, Office Building"
12/1/2018,3,Robbery,1,"Highway, Road, Street, Alley"
12/1/2018,3,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/1/2018,3,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,3,"Burglary, Breaking and Entering",1,Restaurant
12/1/2018,3,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,3,Motor vehicle theft,1,"Highway, Road, Street, Alley"
12/1/2018,3,Robbery,1,Convenience Store
12/1/2018,3,"Burglary, Breaking and Entering",1,Speciality Store
12/1/2018,3,Simple assault,1,"Parking Lot, Garage"
12/1/2018,3,Theft from motor vehicle,1,"Grocery, Supermarket"
12/1/2018,3,"Destruction, damage, vandalism",1,"Grocery, Supermarket"
12/1/2018,3,"Burglary, Breaking and Entering",1,"Commercial, Office Building"
12/1/2018,3,Robbery,1,"Bar, Nightclub"
12/1/2018,3,"Burglary, Breaking and Entering",1,"Bar, Nightclub"
12/1/2018,3,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/1/2018,3,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,3,"Burglary, Breaking and Entering",1,"Bar, Nightclub"
12/1/2018,3,Simple assault,1,"Bar, Nightclub"
12/1/2018,3,Motor vehicle theft,1,"Parking Lot, Garage"
12/1/2018,3,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/1/2018,4,Driving under the influence,1,"Highway, Road, Street, Alley"
12/1/2018,4,Simple assault,1,"Parking Lot, Garage"
12/1/2018,4,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/1/2018,4,Simple assault,2,"Residence, Home (Includes Apartment)"
12/1/2018,4,"Counterfeiting, forgery",1,"Airplane, Bus,Train Terminal"
12/1/2018,4,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,4,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,4,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,4,Motor vehicle theft,1,"Parking Lot, Garage"
12/1/2018,4,All other larceny,1,"Residence, Home (Includes Apartment)"
12/1/2018,4,All other larceny,1,"Residence, Home (Includes Apartment)"
12/1/2018,5,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,5,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,5,Simple assault,2,"Residence, Home (Includes Apartment)"
12/1/2018,5,"Burglary, Breaking and Entering",1,Restaurant
12/1/2018,5,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/1/2018,5,Drug equipment violations,1,"Other, Unknown"
12/1/2018,5,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,5,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley"
12/1/2018,5,"Burglary, Breaking and Entering",1,"Bar, Nightclub"
12/1/2018,5,"Destruction, damage, vandalism",1,"Bar, Nightclub"
12/1/2018,5,Simple assault,1,"Drug Store, Doctors Office, Hospital"
12/1/2018,6,All other larceny,1,"Commercial, Office Building"
12/1/2018,6,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,6,"Credit card, ATM fraud",1,"Other, Unknown"
12/1/2018,6,Motor vehicle theft,1,"Highway, Road, Street, Alley"
12/1/2018,6,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,6,"Burglary, Breaking and Entering",1,"Commercial, Office Building"
12/1/2018,6,Robbery,1,"Highway, Road, Street, Alley"
12/1/2018,6,All other larceny,1,"Parking Lot, Garage"
12/1/2018,6,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,6,Theft from motor vehicle,1,"Government, Public Building"
12/1/2018,6,Motor vehicle theft,1,"Parking Lot, Garage"
12/1/2018,7,Identify theft,1,"Other, Unknown"
12/1/2018,7,Intimidation,1,"Residence, Home (Includes Apartment)"
12/1/2018,7,All other offenses,1,"Residence, Home (Includes Apartment)"
12/1/2018,7,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/1/2018,7,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,7,"Burglary, Breaking and Entering",1,"Service, Gas Station"
12/1/2018,7,"Burglary, Breaking and Entering",1,Rental Storage Facility
12/1/2018,7,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,7,Aggravated Assault,1,"Highway, Road, Street, Alley"
12/1/2018,7,Purchasing prostitution,1,"Highway, Road, Street, Alley"
12/1/2018,7,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,7,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,7,"Destruction, damage, vandalism",1,"Commercial, Office Building"
12/1/2018,7,All other larceny,1,Convenience Store
12/1/2018,7,"Destruction, damage, vandalism",1,Convenience Store
12/1/2018,7,All other larceny,1,"Drug Store, Doctors Office, Hospital"
12/1/2018,8,Theft of motor vehicle parts or accessory,1,"Highway, Road, Street, Alley"
12/1/2018,8,All other larceny,1,"Other, Unknown"
12/1/2018,8,Embezzlement,1,"Grocery, Supermarket"
12/1/2018,8,Intimidation,1,"Parking Lot, Garage"
12/1/2018,8,All other offenses,1,"Government, Public Building"
12/1/2018,8,All other offenses,1,"Residence, Home (Includes Apartment)"
12/1/2018,8,Identify theft,1,"Residence, Home (Includes Apartment)"
12/1/2018,8,All other offenses,1,"Residence, Home (Includes Apartment)"
12/1/2018,8,Embezzlement,1,"Commercial, Office Building"
12/1/2018,8,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,8,Intimidation,1,"Residence, Home (Includes Apartment)"
12/1/2018,8,"Burglary, Breaking and Entering",1,Rental Storage Facility
12/1/2018,8,Aggravated Assault,1,"Parking Lot, Garage"
12/1/2018,8,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,8,Intimidation,1,"Parking Lot, Garage"
12/1/2018,8,"Burglary, Breaking and Entering",1,Rental Storage Facility
12/1/2018,8,Trespass of real property,1,"Commercial, Office Building"
12/1/2018,8,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,8,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,8,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/1/2018,8,Motor vehicle theft,3,"Parking Lot, Garage"
12/1/2018,8,All other larceny,1,Daycare Facility
12/1/2018,9,All other offenses,1,"Highway, Road, Street, Alley"
12/1/2018,9,"Destruction, damage, vandalism",1,"Bar, Nightclub"
12/1/2018,9,All other offenses,1,"Highway, Road, Street, Alley"
12/1/2018,9,"Drug, narcotic violations",1,"Residence, Home (Includes Apartment)"
12/1/2018,9,Weapon law violations,1,"Highway, Road, Street, Alley"
12/1/2018,9,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,9,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,9,Weapon law violations,1,"Airplane, Bus,Train Terminal"
12/1/2018,9,Robbery,1,"Other, Unknown"
12/1/2018,9,Trespass of real property,1,"Residence, Home (Includes Apartment)"
12/1/2018,9,Aggravated Assault,1,"Parking Lot, Garage"
12/1/2018,9,All other offenses,1,"Government, Public Building"
12/1/2018,9,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,9,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,9,Motor vehicle theft,1,"Other, Unknown"
12/1/2018,9,All other larceny,1,"Grocery, Supermarket"
12/1/2018,9,"Counterfeiting, forgery",1,"Residence, Home (Includes Apartment)"
12/1/2018,10,Motor vehicle theft,1,"Highway, Road, Street, Alley"
12/1/2018,10,Forcible fondling,1,"Highway, Road, Street, Alley"
12/1/2018,10,All other offenses,1,"Residence, Home (Includes Apartment)"
12/1/2018,10,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,10,All other offenses,1,"Highway, Road, Street, Alley"
12/1/2018,10,Robbery,1,"Department, Discount Store"
12/1/2018,10,Aggravated Assault,1,"Highway, Road, Street, Alley"
12/1/2018,10,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,10,Intimidation,1,"Other, Unknown"
12/1/2018,10,"False pretenses, swindle",1,Restaurant
12/1/2018,10,All other offenses,1,Restaurant
12/1/2018,10,Simple assault,1,"Parking Lot, Garage"
12/1/2018,10,All other larceny,1,"Hotel, Motel, ETC"
12/1/2018,10,Theft from motor vehicle,1,Park/Playground
12/1/2018,10,All other offenses,1,"Government, Public Building"
12/1/2018,10,All other larceny,1,Arena/Stadium/Fairgrounds/Coliseum
12/1/2018,10,All other larceny,1,"Commercial, Office Building"
12/1/2018,10,"Credit card, ATM fraud",1,"Department, Discount Store"
12/1/2018,10,Motor vehicle theft,1,"Department, Discount Store"
12/1/2018,10,Theft from motor vehicle,1,Park/Playground
12/1/2018,10,"Credit card, ATM fraud",1,"Residence, Home (Includes Apartment)"
12/1/2018,10,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,10,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,10,All other larceny,1,"Residence, Home (Includes Apartment)"
12/1/2018,11,All other larceny,1,Convenience Store
12/1/2018,11,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,11,Shoplifting,1,Convenience Store
12/1/2018,11,Simple assault,4,"Government, Public Building"
12/1/2018,11,Shoplifting,1,"Service, Gas Station"
12/1/2018,11,All other offenses,1,"Residence, Home (Includes Apartment)"
12/1/2018,11,All other larceny,1,Shopping Mall
12/1/2018,11,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,11,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,11,Robbery,1,"Bank, Savings & Loan"
12/1/2018,11,Simple assault,1,Convenience Store
12/1/2018,11,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,11,Shoplifting,1,"Service, Gas Station"
12/1/2018,11,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/1/2018,11,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/1/2018,11,All other larceny,1,Restaurant
12/1/2018,11,All other larceny,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,"Credit card, ATM fraud",1,"Other, Unknown"
12/1/2018,12,All other offenses,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,All other offenses,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage"
12/1/2018,12,"Burglary, Breaking and Entering",1,Rental Storage Facility
12/1/2018,12,Identify theft,1,"Bank, Savings & Loan"
12/1/2018,12,Motor vehicle theft,1,Auto Dealership New/Used
12/1/2018,12,Simple assault,2,"Residence, Home (Includes Apartment)"
12/1/2018,12,All other offenses,1,Shelter-Mission/Homeless
12/1/2018,12,All other offenses,1,"Other, Unknown"
12/1/2018,12,All other larceny,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Intimidation,1,"Highway, Road, Street, Alley"
12/1/2018,12,Impersonation,1,"Other, Unknown"
12/1/2018,12,All other offenses,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Theft of motor vehicle parts or accessory,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,"Counterfeiting, forgery",1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Intimidation,2,"Residence, Home (Includes Apartment)"
12/1/2018,12,Robbery,1,"Highway, Road, Street, Alley"
12/1/2018,12,Trespass of real property,1,Convenience Store
12/1/2018,12,Intimidation,1,"Parking Lot, Garage"
12/1/2018,12,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Pocket-picking,1,"Highway, Road, Street, Alley"
12/1/2018,12,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/1/2018,12,All other offenses,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Aggravated Assault,1,"Lake, Waterway"
12/1/2018,12,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Simple assault,1,"Highway, Road, Street, Alley"
12/1/2018,12,All other larceny,1,"Parking Lot, Garage"
12/1/2018,12,All other larceny,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,12,All other larceny,1,"Service, Gas Station"
12/1/2018,12,Theft from motor vehicle,1,"Highway, Road, Street, Alley"
12/1/2018,12,Theft from motor vehicle,1,Amusement Park
12/1/2018,12,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Theft of motor vehicle parts or accessory,1,Shopping Mall
12/1/2018,12,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,12,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Shoplifting,1,"Department, Discount Store"
12/1/2018,12,Theft of motor vehicle parts or accessory,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,All other larceny,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,"Destruction, damage, vandalism",1,"Hotel, Motel, ETC"
12/1/2018,12,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,12,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,12,All other larceny,1,School-College/University
12/1/2018,12,"Counterfeiting, forgery",1,"Residence, Home (Includes Apartment)"
12/1/2018,12,All other offenses,1,"Department, Discount Store"
12/1/2018,12,All other larceny,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,"Counterfeiting, forgery",1,"Other, Unknown"
12/1/2018,12,"Burglary, Breaking and Entering",1,"Other, Unknown"
12/1/2018,12,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/1/2018,12,Identify theft,1,"Other, Unknown"
12/1/2018,13,All other offenses,1,Shopping Mall
12/1/2018,13,"False pretenses, swindle",1,"Residence, Home (Includes Apartment)"
12/1/2018,13,"False pretenses, swindle",1,"Department, Discount Store"
12/1/2018,13,Trespass of real property,1,"Residence, Home (Includes Apartment)"
12/1/2018,13,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,13,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,13,All other larceny,1,"Parking Lot, Garage"
12/1/2018,13,Robbery,1,"Parking Lot, Garage"
12/1/2018,13,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,13,Intimidation,1,"Commercial, Office Building"
12/1/2018,13,All other offenses,1,"Parking Lot, Garage"
12/1/2018,13,Intimidation,1,"Department, Discount Store"
12/1/2018,13,"Destruction, damage, vandalism",1,"Department, Discount Store"
12/1/2018,13,Trespass of real property,1,"Department, Discount Store"
12/1/2018,13,Driving under the influence,1,"Highway, Road, Street, Alley"
12/1/2018,13,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley"
12/1/2018,13,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,13,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/1/2018,13,Simple assault,1,"Parking Lot, Garage"
12/1/2018,13,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/1/2018,13,Theft from motor vehicle,1,"Service, Gas Station"
12/1/2018,13,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,13,"Burglary, Breaking and Entering",1,"Commercial, Office Building"
12/1/2018,13,All other larceny,1,"Church, Synagogue, Temple"
12/1/2018,13,Motor vehicle theft,1,"Parking Lot, Garage"
12/1/2018,13,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,14,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,14,Simple assault,1,Auto Dealership New/Used
12/1/2018,14,"Destruction, damage, vandalism",1,Auto Dealership New/Used
12/1/2018,14,Shoplifting,1,"Grocery, Supermarket"
12/1/2018,14,Driving under the influence,1,"Highway, Road, Street, Alley"
12/1/2018,14,Shoplifting,1,"Other, Unknown"
12/1/2018,14,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/1/2018,14,Weapon law violations,1,"Highway, Road, Street, Alley"
12/1/2018,14,All other offenses,1,"Highway, Road, Street, Alley"
12/1/2018,14,Trespass of real property,1,"Residence, Home (Includes Apartment)"
12/1/2018,14,Simple assault,1,"Highway, Road, Street, Alley"
12/1/2018,14,All other offenses,1,"Highway, Road, Street, Alley"
12/1/2018,14,Motor vehicle theft,1,Convenience Store
12/1/2018,14,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,14,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,14,Driving under the influence,1,"Highway, Road, Street, Alley"
12/1/2018,14,Animal Cruelty,1,"Field, Woods"
12/1/2018,14,All other offenses,1,"Field, Woods"
12/1/2018,14,Shoplifting,1,"Department, Discount Store"
12/1/2018,14,Simple assault,1,"Residence, Home (Includes Apartment)"
12/1/2018,14,Simple assault,1,"Service, Gas Station"
12/1/2018,14,Intimidation,1,"Service, Gas Station"
12/1/2018,14,Robbery,1,Restaurant
12/1/2018,14,Motor vehicle theft,1,"Parking Lot, Garage"
12/1/2018,14,"Destruction, damage, vandalism",1,Convenience Store
12/1/2018,14,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/1/2018,14,Robbery,1,"Highway, Road, Street, Alley"
12/1/2018,14,Theft from motor vehicle,1,"Parking Lot, Garage"
12/1/2018,14,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage"
12/1/2018,14,All other larceny,1,"Residence, Home (Includes Apartment)"
12/1/2018,14,"Credit card, ATM fraud",1,"Bank, Savings & Loan"
12/1/2018,14,"Credit card, ATM fraud",1,Restaurant
12/1/2018,14,All other larceny,1,"Residence, Home (Includes Apartment)"
12/1/2018,14,"Destruction, damage, vandalism",1,"Commercial, Office Building"
12/1/2018,14,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/1/2018,14,Intimidation,2,"Residence, Home (Includes Apartment)"
