Occurrence Date,Occurrence Hour,NIBRS Description,Offense Count,Premise
12/4/2018,12,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,12,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/4/2018,12,Motor vehicle theft,1,"Parking Lot, Garage"
12/4/2018,12,"Drug, narcotic violations",1,"Parking Lot, Garage"
12/4/2018,12,Theft from motor vehicle,1,"Church, Synagogue, Temple"
12/4/2018,12,All other larceny,1,"Other, Unknown"
12/4/2018,12,All other larceny,1,"Residence, Home (Includes Apartment)"
12/4/2018,12,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,12,Wire fraud,1,"Other, Unknown"
12/4/2018,12,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,12,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,12,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,12,"False pretenses, swindle",1,"Commercial, Office Building"
12/4/2018,12,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,12,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage"
12/4/2018,12,All other larceny,1,"Bar, Nightclub"
12/4/2018,12,All other larceny,1,Restaurant
12/4/2018,12,All other larceny,1,"Residence, Home (Includes Apartment)"
12/4/2018,12,All other larceny,1,"Residence, Home (Includes Apartment)"
12/4/2018,12,"Credit card, ATM fraud",1,"Residence, Home (Includes Apartment)"
12/4/2018,12,Identify theft,1,"Other, Unknown"
12/4/2018,13,"False pretenses, swindle",1,"Parking Lot, Garage"
12/4/2018,13,Purchasing prostitution,1,"Highway, Road, Street, Alley"
12/4/2018,13,Purchasing prostitution,1,"Highway, Road, Street, Alley"
12/4/2018,13,Purchasing prostitution,1,"Highway, Road, Street, Alley"
12/4/2018,13,Purchasing prostitution,1,"Highway, Road, Street, Alley"
12/4/2018,13,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,13,All other larceny,1,"Parking Lot, Garage"
12/4/2018,13,"Destruction, damage, vandalism",1,"Commercial, Office Building"
12/4/2018,13,"Destruction, damage, vandalism",1,"Grocery, Supermarket"
12/4/2018,13,Simple assault,1,"Commercial, Office Building"
12/4/2018,13,"Credit card, ATM fraud",1,"Other, Unknown"
12/4/2018,13,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/4/2018,13,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley"
12/4/2018,13,Trespass of real property,1,Restaurant
12/4/2018,13,All other offenses,1,"Commercial, Office Building"
12/4/2018,13,Robbery,1,"Parking Lot, Garage"
12/4/2018,13,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,13,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,13,All other larceny,1,"Residence, Home (Includes Apartment)"
12/4/2018,13,Intimidation,1,"Parking Lot, Garage"
12/4/2018,13,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/4/2018,13,"Destruction, damage, vandalism",1,"Commercial, Office Building"
12/4/2018,13,Theft from motor vehicle,1,Restaurant
12/4/2018,13,Theft from motor vehicle,1,"Field, Woods"
12/4/2018,13,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/4/2018,13,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/4/2018,13,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/4/2018,13,Robbery,1,"Parking Lot, Garage"
12/4/2018,13,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,13,Shoplifting,1,"Grocery, Supermarket"
12/4/2018,14,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,14,All other larceny,1,"Highway, Road, Street, Alley"
12/4/2018,14,Motor vehicle theft,2,"Highway, Road, Street, Alley"
12/4/2018,14,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,14,Shoplifting,1,"Service, Gas Station"
12/4/2018,14,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,14,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,14,Intimidation,2,"Residence, Home (Includes Apartment)"
12/4/2018,14,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,14,Shoplifting,1,"Service, Gas Station"
12/4/2018,14,Theft of motor vehicle parts or accessory,1,"Other, Unknown"
12/4/2018,14,"Drug, narcotic violations",1,Convenience Store
12/4/2018,14,Drug equipment violations,1,Convenience Store
12/4/2018,14,All other offenses,1,Convenience Store
12/4/2018,14,Simple assault,1,"Highway, Road, Street, Alley"
12/4/2018,14,All other larceny,1,"Residence, Home (Includes Apartment)"
12/4/2018,14,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,14,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,14,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,14,Shoplifting,1,"Department, Discount Store"
12/4/2018,14,All other offenses,1,"Other, Unknown"
12/4/2018,14,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,14,Theft from motor vehicle,1,"Other, Unknown"
12/4/2018,14,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/4/2018,14,Shoplifting,1,"Department, Discount Store"
12/4/2018,14,Simple assault,1,"Highway, Road, Street, Alley"
12/4/2018,14,Theft from motor vehicle,1,Restaurant
12/4/2018,14,Forcible fondling,1,"Highway, Road, Street, Alley"
12/4/2018,14,Purse-snatching,1,"Highway, Road, Street, Alley"
12/4/2018,14,Shoplifting,1,Convenience Store
12/4/2018,14,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,14,Forcible fondling,1,School-Elementary/Secondary
12/4/2018,14,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/4/2018,14,"Credit card, ATM fraud",1,"Service, Gas Station"
12/4/2018,14,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,14,"Drug, narcotic violations",1,"Other, Unknown"
12/4/2018,14,Robbery,1,Restaurant
12/4/2018,14,All other larceny,1,"Commercial, Office Building"
12/4/2018,14,"Credit card, ATM fraud",1,"Commercial, Office Building"
12/4/2018,14,All other larceny,1,"Residence, Home (Includes Apartment)"
12/4/2018,14,Motor vehicle theft,1,"Parking Lot, Garage"
12/4/2018,14,All other larceny,1,"Highway, Road, Street, Alley"
12/4/2018,14,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/4/2018,14,All other larceny,1,"Residence, Home (Includes Apartment)"
12/4/2018,14,Shoplifting,1,Speciality Store
12/4/2018,14,"Credit card, ATM fraud",1,"Other, Unknown"
12/4/2018,15,"Burglary, Breaking and Entering",1,Rental Storage Facility
12/4/2018,15,"Counterfeiting, forgery",1,"Other, Unknown"
12/4/2018,15,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,15,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/4/2018,15,Trespass of real property,1,"Parking Lot, Garage"
12/4/2018,15,"Drug, narcotic violations",1,"Commercial, Office Building"
12/4/2018,15,Motor vehicle theft,1,"Parking Lot, Garage"
12/4/2018,15,Aggravated Assault,2,"Residence, Home (Includes Apartment)"
12/4/2018,15,"Drug, narcotic violations",1,ATM Separate from Bank
12/4/2018,15,Drug equipment violations,1,ATM Separate from Bank
12/4/2018,15,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,15,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,15,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/4/2018,15,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,15,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,15,Theft from building,1,"Residence, Home (Includes Apartment)"
12/4/2018,15,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,15,All other offenses,1,"Bank, Savings & Loan"
12/4/2018,15,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,15,Intimidation,2,"Residence, Home (Includes Apartment)"
12/4/2018,15,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,15,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,15,All other larceny,1,"Residence, Home (Includes Apartment)"
12/4/2018,15,Trespass of real property,1,"Service, Gas Station"
12/4/2018,15,Motor vehicle theft,1,"Parking Lot, Garage"
12/4/2018,15,Theft from motor vehicle,1,Restaurant
12/4/2018,15,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,15,Aggravated Assault,1,"Highway, Road, Street, Alley"
12/4/2018,15,Aggravated Assault,1,"Highway, Road, Street, Alley"
12/4/2018,15,Motor vehicle theft,1,"Parking Lot, Garage"
12/4/2018,15,"False pretenses, swindle",1,"Parking Lot, Garage"
12/4/2018,15,All other offenses,1,"Residence, Home (Includes Apartment)"
12/4/2018,15,Aggravated Assault,1,"Highway, Road, Street, Alley"
12/4/2018,15,Theft of motor vehicle parts or accessory,1,"Highway, Road, Street, Alley"
12/4/2018,15,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,15,All other larceny,1,Speciality Store
12/4/2018,15,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/4/2018,15,All other larceny,1,"Other, Unknown"
12/4/2018,16,Identify theft,1,Speciality Store
12/4/2018,16,Impersonation,1,"Department, Discount Store"
12/4/2018,16,All other offenses,1,"Residence, Home (Includes Apartment)"
12/4/2018,16,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/4/2018,16,Shoplifting,1,Speciality Store
12/4/2018,16,"Counterfeiting, forgery",1,"Residence, Home (Includes Apartment)"
12/4/2018,16,Shoplifting,1,Convenience Store
12/4/2018,16,"Burglary, Breaking and Entering",1,Rental Storage Facility
12/4/2018,16,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/4/2018,16,Aggravated Assault,1,"Parking Lot, Garage"
12/4/2018,16,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/4/2018,16,All other offenses,1,"Residence, Home (Includes Apartment)"
12/4/2018,16,Intimidation,2,"Residence, Home (Includes Apartment)"
12/4/2018,16,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,16,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,16,Intimidation,1,"Highway, Road, Street, Alley"
12/4/2018,16,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/4/2018,16,Simple assault,1,Convenience Store
12/4/2018,16,Simple assault,2,"Residence, Home (Includes Apartment)"
12/4/2018,16,All other offenses,1,"Government, Public Building"
12/4/2018,16,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,16,Shoplifting,1,"Grocery, Supermarket"
12/4/2018,16,Simple assault,3,"Government, Public Building"
12/4/2018,16,All other larceny,1,"Other, Unknown"
12/4/2018,16,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,16,All other larceny,1,"Hotel, Motel, ETC"
12/4/2018,16,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,16,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,16,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,16,All other offenses,1,"Residence, Home (Includes Apartment)"
12/4/2018,16,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/4/2018,16,"Counterfeiting, forgery",1,"Residence, Home (Includes Apartment)"
12/4/2018,16,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,16,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,16,Robbery,1,Auto Dealership New/Used
12/4/2018,17,Shoplifting,1,"Department, Discount Store"
12/4/2018,17,All other larceny,1,"Commercial, Office Building"
12/4/2018,17,Simple assault,2,"Service, Gas Station"
12/4/2018,17,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,17,Shoplifting,1,"Grocery, Supermarket"
12/4/2018,17,Shoplifting,1,"Service, Gas Station"
12/4/2018,17,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,17,All other offenses,1,"Commercial, Office Building"
12/4/2018,17,Robbery,1,"Residence, Home (Includes Apartment)"
12/4/2018,17,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,17,Shoplifting,1,"Department, Discount Store"
12/4/2018,17,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/4/2018,17,"Drug, narcotic violations",1,"Residence, Home (Includes Apartment)"
12/4/2018,17,All other offenses,1,"Residence, Home (Includes Apartment)"
12/4/2018,17,All other larceny,1,"Residence, Home (Includes Apartment)"
12/4/2018,17,Driving under the influence,1,"Highway, Road, Street, Alley"
12/4/2018,17,Intimidation,1,Restaurant
12/4/2018,17,Forcible sodomy,1,"Residence, Home (Includes Apartment)"
12/4/2018,17,Shoplifting,1,"Department, Discount Store"
12/4/2018,17,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,17,All other larceny,1,"Grocery, Supermarket"
12/4/2018,17,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,17,"Burglary, Breaking and Entering",1,Rental Storage Facility
12/4/2018,17,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,17,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,17,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/4/2018,17,Forcible rape,1,"Residence, Home (Includes Apartment)"
12/4/2018,17,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,17,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,17,"Extortion, Blackmail",1,"Bank, Savings & Loan"
12/4/2018,18,"Pornographs, obscene material",1,"Residence, Home (Includes Apartment)"
12/4/2018,18,Shoplifting,1,Shopping Mall
12/4/2018,18,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/4/2018,18,"Drug, narcotic violations",1,Convenience Store
12/4/2018,18,All other offenses,1,Convenience Store
12/4/2018,18,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,18,Robbery,1,"Residence, Home (Includes Apartment)"
12/4/2018,18,Theft from motor vehicle,1,Shopping Mall
12/4/2018,18,Robbery,1,"Highway, Road, Street, Alley"
12/4/2018,18,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,18,Shoplifting,1,"Department, Discount Store"
12/4/2018,18,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,18,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/4/2018,18,Theft from motor vehicle,1,"Drug Store, Doctors Office, Hospital"
12/4/2018,18,Motor vehicle theft,1,"Parking Lot, Garage"
12/4/2018,18,Shoplifting,1,"Department, Discount Store"
12/4/2018,18,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,18,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/4/2018,18,All other larceny,1,"Other, Unknown"
12/4/2018,18,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,18,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,18,Trespass of real property,1,"Hotel, Motel, ETC"
12/4/2018,18,Theft from motor vehicle,1,Restaurant
12/4/2018,18,Theft from building,1,"Other, Unknown"
12/4/2018,18,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,18,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,18,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,18,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,18,All other larceny,1,Restaurant
12/4/2018,18,"Burglary, Breaking and Entering",1,Rental Storage Facility
12/4/2018,18,Theft from motor vehicle,1,"Highway, Road, Street, Alley"
12/4/2018,18,"Burglary, Breaking and Entering",1,Speciality Store
12/4/2018,18,All other offenses,1,"Residence, Home (Includes Apartment)"
12/4/2018,18,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,18,"Destruction, damage, vandalism",1,School-Elementary/Secondary
12/4/2018,18,All other larceny,1,"Grocery, Supermarket"
12/4/2018,18,All other larceny,1,"Parking Lot, Garage"
12/4/2018,18,Simple assault,1,"Other, Unknown"
12/4/2018,18,All other larceny,1,"Other, Unknown"
12/4/2018,18,"Burglary, Breaking and Entering",1,Construction Site
12/4/2018,18,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/4/2018,18,"False pretenses, swindle",1,"Highway, Road, Street, Alley"
12/4/2018,19,"Counterfeiting, forgery",1,"Residence, Home (Includes Apartment)"
12/4/2018,19,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/4/2018,19,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/4/2018,19,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,19,Motor vehicle theft,1,"Parking Lot, Garage"
12/4/2018,19,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,19,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,19,Robbery,1,"Highway, Road, Street, Alley"
12/4/2018,19,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,19,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,19,Aggravated Assault,1,"Highway, Road, Street, Alley"
12/4/2018,19,Intimidation,2,"Residence, Home (Includes Apartment)"
12/4/2018,19,Intimidation,2,"Residence, Home (Includes Apartment)"
12/4/2018,19,Intimidation,1,"Department, Discount Store"
12/4/2018,19,Driving under the influence,1,"Highway, Road, Street, Alley"
12/4/2018,19,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,19,Simple assault,1,"Parking Lot, Garage"
12/4/2018,19,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/4/2018,19,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/4/2018,19,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,19,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/4/2018,19,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,19,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,19,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/4/2018,19,"Destruction, damage, vandalism",1,"Department, Discount Store"
12/4/2018,19,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,19,Shoplifting,1,Convenience Store
12/4/2018,19,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,19,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,19,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/4/2018,19,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/4/2018,19,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,19,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage"
12/4/2018,19,Motor vehicle theft,1,"Parking Lot, Garage"
12/4/2018,19,Motor vehicle theft,1,"Parking Lot, Garage"
12/4/2018,19,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/4/2018,19,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/4/2018,19,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,19,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,20,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,20,Drug equipment violations,1,"Service, Gas Station"
12/4/2018,20,Drunkenness,1,"Government, Public Building"
12/4/2018,20,Aggravated Assault,1,"Parking Lot, Garage"
12/4/2018,20,Robbery,1,"Department, Discount Store"
12/4/2018,20,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,20,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/4/2018,20,Purse-snatching,1,"Highway, Road, Street, Alley"
12/4/2018,20,Aggravated Assault,1,"Highway, Road, Street, Alley"
12/4/2018,20,Shoplifting,1,Speciality Store
12/4/2018,20,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/4/2018,20,"Drug, narcotic violations",1,"Residence, Home (Includes Apartment)"
12/4/2018,20,Trespass of real property,1,"Residence, Home (Includes Apartment)"
12/4/2018,20,Prostitution,1,"Highway, Road, Street, Alley"
12/4/2018,20,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley"
12/4/2018,20,Driving under the influence,1,"Highway, Road, Street, Alley"
12/4/2018,20,Robbery,1,Speciality Store
12/4/2018,20,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/4/2018,20,Theft from motor vehicle,1,"Department, Discount Store"
12/4/2018,20,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,20,All other larceny,1,"Other, Unknown"
12/4/2018,20,All other offenses,1,"Residence, Home (Includes Apartment)"
12/4/2018,20,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,20,Motor vehicle theft,1,"Parking Lot, Garage"
12/4/2018,20,All other larceny,1,"Residence, Home (Includes Apartment)"
12/4/2018,20,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/4/2018,20,Motor vehicle theft,1,"Highway, Road, Street, Alley"
12/4/2018,20,Motor vehicle theft,1,"Parking Lot, Garage"
12/4/2018,20,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/4/2018,20,All other larceny,1,"Residence, Home (Includes Apartment)"
12/4/2018,20,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/4/2018,20,Forcible fondling,1,"Residence, Home (Includes Apartment)"
12/4/2018,20,Embezzlement,1,Shopping Mall
12/4/2018,20,Robbery,1,"Residence, Home (Includes Apartment)"
12/4/2018,21,Driving under the influence,1,"Highway, Road, Street, Alley"
12/4/2018,21,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,21,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,21,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/4/2018,21,Aggravated Assault,1,"Parking Lot, Garage"
12/4/2018,21,Simple assault,1,"Parking Lot, Garage"
12/4/2018,21,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,21,Driving under the influence,1,"Highway, Road, Street, Alley"
12/4/2018,21,Prostitution,1,"Highway, Road, Street, Alley"
12/4/2018,21,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,21,Driving under the influence,1,"Highway, Road, Street, Alley"
12/4/2018,21,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,21,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,21,Drunkenness,1,ATM Separate from Bank
12/4/2018,21,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,21,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/4/2018,21,Driving under the influence,1,"Highway, Road, Street, Alley"
12/4/2018,21,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,21,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,21,Driving under the influence,1,"Highway, Road, Street, Alley"
12/4/2018,21,All other larceny,1,"Residence, Home (Includes Apartment)"
12/4/2018,21,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,21,All other larceny,1,"Bar, Nightclub"
12/4/2018,21,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,21,Theft from motor vehicle,1,"Highway, Road, Street, Alley"
12/4/2018,21,Motor vehicle theft,1,"Parking Lot, Garage"
12/4/2018,21,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/4/2018,21,Theft of motor vehicle parts or accessory,1,"Residence, Home (Includes Apartment)"
12/4/2018,21,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage"
12/4/2018,21,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,21,All other larceny,1,"Highway, Road, Street, Alley"
12/4/2018,22,Robbery,1,"Department, Discount Store"
12/4/2018,22,Robbery,1,"Parking Lot, Garage"
12/4/2018,22,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,22,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,22,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,22,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,22,All other offenses,1,"Residence, Home (Includes Apartment)"
12/4/2018,22,All other offenses,1,"Bar, Nightclub"
12/4/2018,22,Trespass of real property,1,"Bar, Nightclub"
12/4/2018,22,Intimidation,1,Restaurant
12/4/2018,22,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/4/2018,22,All other offenses,1,"Residence, Home (Includes Apartment)"
12/4/2018,22,Intimidation,1,Restaurant
12/4/2018,22,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,22,Shoplifting,1,"Other, Unknown"
12/4/2018,22,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,22,All other offenses,1,"Residence, Home (Includes Apartment)"
12/4/2018,22,Robbery,1,Convenience Store
12/4/2018,22,Simple assault,2,"Residence, Home (Includes Apartment)"
12/4/2018,22,Robbery,1,"Highway, Road, Street, Alley"
12/4/2018,22,Theft from motor vehicle,1,Park/Playground
12/4/2018,22,Motor vehicle theft,1,"Hotel, Motel, ETC"
12/4/2018,22,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,22,Motor vehicle theft,2,"Bar, Nightclub"
12/4/2018,22,"Burglary, Breaking and Entering",1,Restaurant
12/4/2018,22,"False pretenses, swindle",1,"Service, Gas Station"
12/4/2018,22,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,22,Theft from motor vehicle,1,"Parking Lot, Garage"
12/4/2018,22,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/4/2018,23,Simple assault,1,"Residence, Home (Includes Apartment)"
12/4/2018,23,Intimidation,1,"Residence, Home (Includes Apartment)"
12/4/2018,23,"Burglary, Breaking and Entering",1,Speciality Store
12/4/2018,23,All other offenses,1,Shopping Mall
12/4/2018,23,Aggravated Assault,1,"Parking Lot, Garage"
12/4/2018,23,All other offenses,1,"Highway, Road, Street, Alley"
12/4/2018,23,Theft from motor vehicle,1,"Parking Lot, Garage"
12/5/2018,0,Simple assault,1,"Residence, Home (Includes Apartment)"
12/5/2018,0,All other larceny,1,"Residence, Home (Includes Apartment)"
12/5/2018,0,All other offenses,1,"Residence, Home (Includes Apartment)"
12/5/2018,0,Disorderly conduct,1,"Highway, Road, Street, Alley"
12/5/2018,0,Intimidation,1,"Bar, Nightclub"
12/5/2018,0,Robbery,1,"Parking Lot, Garage"
12/5/2018,0,Simple assault,1,"Residence, Home (Includes Apartment)"
12/5/2018,0,Driving under the influence,1,"Highway, Road, Street, Alley"
12/5/2018,0,"Burglary, Breaking and Entering",1,Construction Site
12/5/2018,0,Identify theft,1,"Residence, Home (Includes Apartment)"
12/5/2018,0,All other larceny,1,Construction Site
12/5/2018,0,Motor vehicle theft,3,Construction Site
12/5/2018,0,"Credit card, ATM fraud",1,"Other, Unknown"
12/5/2018,0,"Counterfeiting, forgery",1,"Other, Unknown"
12/5/2018,0,Identify theft,1,"Other, Unknown"
12/5/2018,0,Identify theft,1,"Other, Unknown"
12/5/2018,0,Identify theft,1,"Other, Unknown"
12/5/2018,0,Identify theft,1,"Other, Unknown"
12/5/2018,0,Theft of motor vehicle parts or accessory,1,"Residence, Home (Includes Apartment)"
12/5/2018,0,"Destruction, damage, vandalism",1,Convenience Store
12/5/2018,0,Disorderly conduct,1,"Highway, Road, Street, Alley"
12/5/2018,0,"Credit card, ATM fraud",1,"Other, Unknown"
12/5/2018,0,All other offenses,1,"Other, Unknown"
12/5/2018,0,Theft from building,1,"Service, Gas Station"
12/5/2018,0,Theft from motor vehicle,1,"Parking Lot, Garage"
12/5/2018,0,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/5/2018,0,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
